reaction_id,reactants,products,rate_constant,reaction_family,reaction_phase,publication_string,publication_doi,underlying_data_publication_string,underlying_data_publication_doi,Notes
R290,OLTP+ACO3,0.50000*HO2+0.50000*MO2+HCHO+0.94000*ALD+0.06000*KET+0.50000*ORA2,8.1100E-13*exp(7.6500E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R291,OLIP+ACO3,0.50000*HO2+0.50000*MO2+1.71000*ALD+0.29000*KET+0.50000*ORA2,5.0900E-13*exp(7.6500E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
ROCARO36,BENP+ACO3,0.70000*MO2+HO2+0.30000*ORA2+0.00000*BALD+GLY+0.50000*FURANONE+0.25000*DCB2+0.25000*DCB3,7.4000E-13*exp(7.6500E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO46,TOLP+ACO3,0.70000*MO2+0.91460*HO2+0.30000*ORA2+0.08540*BALD+0.54880*GLY+0.36590*MGLY+0.36590*FURANONE+0.54880*DCB1,7.4000E-13*exp(7.6500E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO56,XYLP+ACO3,0.70000*MO2+0.95180*HO2+0.30000*ORA2+0.04820*BALD+0.70430*GLY+0.24750*MGLY+0.35220*FURANONE+0.59960*DCB2,7.4000E-13*exp(7.6500E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO66,EBZP+ACO3,0.70000*MO2+0.91460*HO2+0.30000*ORA2+0.08540*BALD+0.54880*GLY+0.36590*MGLY+0.45730*FURANONE+0.45730*DCB2,7.4000E-13*exp(7.6500E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R300,ISOP+ACO3,0.50000*HO2+0.50000*MO2+1.04800*HCHO+0.21900*MACR+0.30500*MVK+0.50000*ORA2,8.4000E-14*exp(2.2100E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R301,APIP1+ACO3,0.25350*PINAL+0.37100*ALD+0.09100*OPB+0.11650*ACT+0.17250*LIMAL+0.40300*HCHO+HO2+MO2+0.11200*KET,2.0000E-12*exp(5.0000E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,"Products in the API system have been updated to include products from α-pinene and β-pinene, assuming a 65/35 split of α-/β-pinene (based on biogenic emission totals over the contiguous US). Updated reactions are based on α-pinene and β-pinene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020)."
TRP35,APIP2+ACO3,0.50000*HO+0.50000*MO2+0.50000*ORA2+VHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP36,APINP1+ACO3,0.82500*NO2+0.65000*PINAL+MO2+0.17500*VTRPN+0.16800*ALD+0.00700*KET+0.00700*HCHO+0.17500*HO2,2.0000E-12*exp(5.0000E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,"Products in the API system have been updated to include products from α-pinene and β-pinene, assuming a 65/35 split of α-/β-pinene (based on biogenic emission totals over the contiguous US). Updated reactions are based on α-pinene and β-pinene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020)."
TRP37,APINP2+ACO3,0.50000*NO2+0.50000*MO2+0.50000*ORA2+VHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R302,LIMP1+ACO3,LIMAL+0.56000*HCHO+HO2+MO2,2.0000E-12*exp(5.0000E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,Reactions and products in the LIM system have been updated based on limonene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020).
TRP38,LIMP2+ACO3,0.50000*HO+0.50000*MO2+0.50000*ORA2+VHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP39,LIMNP1+ACO3,MO2+0.46000*NO2+0.46000*LIMAL+0.54000*VTRPN+0.54000*HO2,2.0000E-12*exp(5.0000E+02/T),CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,Reactions and products in the LIM system have been updated based on limonene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020).
TRP40,LIMNP2+ACO3,0.50000*MO2+0.50000*NO2+0.50000*ORA2+VHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R303,ACO3+ACO3,2.00000*MO2,2.5000E-12*exp(5.0000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R304,RCO3+ACO3,MO2+ETHP,2.5000E-12*exp(5.0000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R305,ACTP+ACO3,0.50000*MO2+0.50000*ACO3+HCHO+0.75000*ORA2,7.5100E-13*exp(5.6500E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R306,MEKP+ACO3,0.33000*HO2+0.50000*MO2+0.33000*HCHO+0.33400*DCB1+0.50000*ORA2,7.5100E-13*exp(5.6500E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R307,KETP+ACO3,0.50000*HO2+0.50000*MO2+0.50000*DCB1+0.50000*ORA2,7.5100E-13*exp(5.6500E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R308,MACP+ACO3,0.63500*ORA2+0.50000*MO2+0.26900*ACO3+0.50000*CO+HCHO,8.4000E-14*exp(2.2100E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R309,MCP+ACO3,NO2+0.50000*HO2+HCHO+0.50000*HKET+0.50000*MO2+0.50000*ORA2,8.4000E-14*exp(2.2100E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R310,MVKP+ACO3,0.50000*HO2+0.50000*MO2+1.16000*ACO3+1.16000*XO2+HCHO+2.30000*ALD+0.50000*MGLY+1.08300*ORA2,1.6800E-12*exp(5.0000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R311,UALP+ACO3,0.50000*HO2+0.50000*MO2+0.50000*CO+0.03000*HCHO+0.27000*ALD+0.70000*KET+0.18000*GLY+0.10500*MGLY+0.50000*ORA2,1.6800E-12*exp(5.0000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R312,BALP+ACO3,MO2+BAL1,7.4000E-13*exp(7.6500E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R313,BAL1+ACO3,MO2+BAL2,7.4000E-13*exp(7.6500E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R314,ADDC+ACO3,2.00000*HO2+MO2+0.32000*HKET+0.68000*GLY+0.68000*OP2,7.4000E-13*exp(7.0800E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R315,MCTP+ACO3,HO2+MO2+MCTO,7.4000E-13*exp(7.0800E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R316,ORAP+ACO3,MO2+GLY,7.5100E-13*exp(5.6500E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R317,OLNN+ACO3,HO2+MO2+ONIT,8.8500E-13*exp(7.6500E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R318,OLND+ACO3,0.50000*MO2+NO2+0.28700*HCHO+1.24000*ALD+0.46400*KET+0.50000*ORA2,5.3700E-13*exp(7.6500E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R319,ADCN+ACO3,HO2+MO2+0.70000*NO2+0.70000*GLY+0.70000*OP2+0.30000*ONIT,7.4000E-13*exp(7.0800E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R320,XO2+ACO3,MO2,3.4000E-14*exp(1.5600E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R321,RCO3+RCO3,2.00000*ETHP,2.5000E-12*exp(5.0000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R322,MO2+NO3,HO2+HCHO+NO2,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R323,ETHP+NO3,HO2+NO2+ACD,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R324,HC3P+NO3,0.25400*HO2+0.14000*MO2+0.09200*XO2+0.50300*ETHP+NO2+0.51900*ACD+0.14700*ALD+0.07500*MEK+0.09500*ACT,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R325,HC5P+NO3,0.48800*HO2+0.05500*MO2+0.28000*ETHP+0.48500*XO2+NO2+0.02400*HCHO+0.24100*ALD+0.06000*KET+0.06300*MEK+0.24700*ACT+0.04800*ACD+0.27500*HKET,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R327,ETEP+NO3,HO2+NO2+1.60000*HCHO+0.20000*ALD,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R328,OLTP+NO3,0.47000*ALD+0.79000*HCHO+0.79000*HO2+NO2+0.18000*MEK+0.02000*ACD+0.09000*ACT,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R329,OLIP+NO3,0.86000*HO2+0.72000*ALD+0.11000*KET+NO2+0.20000*ACT+0.85000*ACD+0.04000*HKET,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
ROCARO34,BENP+NO3,NO2+HO2+0.00000*BALD+GLY+0.50000*FURANONE+0.25000*DCB2+0.25000*DCB3,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO44,TOLP+NO3,NO2+0.91460*HO2+0.08540*BALD+0.54880*GLY+0.36590*MGLY+0.36590*FURANONE+0.54880*DCB1,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO54,XYLP+NO3,NO2+0.95180*HO2+0.04820*BALD+0.70430*GLY+0.24750*MGLY+0.35220*FURANONE+0.59960*DCB2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
ROCARO64,EBZP+NO3,NO2+0.91460*HO2+0.08540*BALD+0.54880*GLY+0.36590*MGLY+0.45730*FURANONE+0.45730*DCB2,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R338,ISOP+NO3,HO2+NO2+0.75000*HCHO+0.31800*MACR+0.50000*MVK+0.02400*GLY+0.03300*HKET+0.03100*ALD,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R339,APIP1+NO3,NO2+HO2+0.25350*PINAL+0.37100*ALD+0.11650*ACT+0.17250*LIMAL+0.40300*HCHO+0.09100*OPB+0.11200*KET,2.3000E-12,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,"Products in the API system have been updated to include products from alpha-pinene and beta-pinene, assuming a 65/35 split of alpha-/beta-pinene (based on biogenic emission totals over the contiguous US). Updated reactions are based on alpha-pinene and beta-pinene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020)."
R340,LIMP1+NO3,HO2+NO2+LIMAL+0.56000*HCHO,2.3000E-12,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,Reactions and products in the LIM system have been updated based on limonene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020).
TRP53,APINP1+NO3,1.82500*NO2+0.65000*PINAL+0.17500*VTRPN+0.16800*ALD+0.00700*KET+0.00700*HCHO+0.17500*HO2,2.3000E-12,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,"Products in the API system have been updated to include products from alpha-pinene and beta-pinene, assuming a 65/35 split of alpha-/beta-pinene (based on biogenic emission totals over the contiguous US). Updated reactions are based on alpha-pinene and beta-pinene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020)."
TRP54,LIMNP1+NO3,1.46000*NO2+0.46000*LIMAL+0.54000*VTRPN+0.54000*HO2,2.3000E-12,CRACMM2,gas,Skipper et al. 2024,https://doi.org/10.5194/acp-24-12903-2024,Schwantes et al. 2020,https://doi.org/10.5194/acp-20-3739-2020,Reactions and products in the LIM system have been updated based on limonene chemistry in the MOZART-TS2 mechanism developed by Schwantes et al. (2020).
R341,ACO3+NO3,MO2+NO2,4.0000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R342,RCO3+NO3,ETHP+NO2,4.0000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R343,ACTP+NO3,ACO3+NO2+HCHO,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R344,MEKP+NO3,0.67000*HO2+NO2+0.33000*HCHO+0.67000*DCB1,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R345,KETP+NO3,HO2+NO2+DCB1,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R346,MACP+NO3,HCHO+0.53800*ACO3+CO+NO2,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R347,MCP+NO3,NO2+HO2+HCHO+HKET,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R348,MVKP+NO3,0.30000*HO2+0.70000*ACO3+0.70000*XO2+NO2+0.30000*HCHO+0.70000*ALD+0.30000*MGLY,2.5000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R349,UALP+NO3,HO2+NO2+0.61000*CO+0.03000*HCHO+0.27000*ALD+0.70000*KET+0.18000*GLY+0.21000*MGLY,2.5000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R350,BALP+NO3,BAL1+NO2,2.5000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R351,BAL1+NO3,BAL2+NO2,2.5000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R352,ADDC+NO3,HO2+NO2+0.32000*HKET+0.68000*GLY+0.68000*OP2,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R353,MCTP+NO3,NO2+MCTO,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R354,ORAP+NO3,NO2+GLY+HO2,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R355,OLNN+NO3,HO2+NO2+ONIT,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R356,OLND+NO3,2.00000*NO2+0.28700*HCHO+1.24000*ALD+0.46400*KET,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R357,ADCN+NO3,2.00000*NO2+GLY+OP2,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R358,OLNN+OLNN,HO2+2.00000*ONIT,7.0000E-14*exp(1.0000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R359,OLNN+OLND,0.50000*HO2+0.50000*NO2+0.20200*HCHO+0.64000*ALD+0.14900*KET+1.50000*ONIT,4.2500E-14*exp(1.0000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R360,OLND+OLND,NO2+0.50400*HCHO+1.21000*ALD+0.28500*KET+ONIT,2.9600E-14*exp(1.0000E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R361,XO2+NO3,NO2,1.2000E-12,RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R362,XO2+RCO3,ETHP,2.5000E-12*exp(5.0000E+02/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
R363,XO2+XO2,,7.1300E-17*exp(2.9500E+03/T),RACM2,gas,Goliff et al. 2013,https://doi.org/10.1016/j.atmosenv.2012.11.038,NA,NA,NA
TRP41,APIP2+APIP1,0.96000*VHOM+0.48000*ROH+0.48000*PINAL+0.48000*HO+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP42,APIP2+LIMP1,0.96000*VHOM+0.48000*ROH+0.48000*LIMAL+0.48000*HO+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP43,APIP2+ISOP,0.96000*VHOM+0.48000*ROH+0.48000*HCHO+0.48000*MVK+0.48000*HO+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP44,LIMP2+APIP1,0.96000*VHOM+0.48000*ROH+0.48000*PINAL+0.48000*HO+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP45,LIMP2+LIMP1,0.96000*VHOM+0.48000*ROH+0.48000*LIMAL+0.48000*HO+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP46,LIMP2+ISOP,0.96000*VHOM+0.48000*ROH+0.48000*HCHO+0.48000*MVK+0.48000*HO+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP47,APINP2+APIP1,0.96000*VHOM+0.48000*ROH+0.48000*PINAL+0.48000*NO2+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP48,APINP2+LIMP1,0.96000*VHOM+0.48000*ROH+0.48000*LIMAL+0.48000*NO2+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP49,APINP2+ISOP,0.96000*VHOM+0.48000*ROH+0.48000*HCHO+0.48000*MVK+0.48000*NO2+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP50,LIMNP2+APIP1,0.96000*VHOM+0.48000*ROH+0.48000*PINAL+0.48000*NO2+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP51,LIMNP2+LIMP1,0.96000*VHOM+0.48000*ROH+0.48000*LIMAL+0.48000*NO2+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
TRP52,LIMNP2+ISOP,0.96000*VHOM+0.48000*ROH+0.48000*HCHO+0.48000*MVK+0.48000*NO2+0.48000*HO2+0.04000*VELHOM,1.0000E-10,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
RAM17,IEPOX+HO,HO,5.7800E-11*exp(-4.0000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R001c,VROCIOXY+HO,0.85200*ETHP+0.14900*ASOATJ,6.8900E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R002c,SLOWROC+HO,ETHP+0.00101*ASOATJ,6.5500E-14,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
T17,ACRO+HO,0.57000*MACP+0.43000*MCP,8.0000E-12*exp(3.8000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
T18,ACRO+O3,0.84000*CO+0.56000*HO2+0.28000*HO+0.72000*HCHO+0.62000*GLY,2.9000E-19,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
T19,ACRO+NO3,0.68000*HCHO+0.32000*MACP+0.68000*XO2+0.68000*MGLY+0.32000*HNO3+0.68000*NO2,3.4000E-15,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
T20,ACRO,CO+0.47700*HO2+0.25000*ETE+0.35400*ACO3+0.20400*HO+0.15000*HCHO+0.02700*MO2,ACRO_09,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
T10,BDE13+HO,0.66700*BDE13P+0.33300*UALD+0.33300*HO2,1.4800E-11*exp(4.4800E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
T10a,BDE13P+NO,0.96800*HO2+0.96800*NO2+0.89500*ACRO+0.89500*HCHO+0.07200*FURAN+0.03200*ONIT,9.0500E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
T10b,BDE13P+NO3,HO2+NO2+0.92500*ACRO+0.92500*HCHO+0.07500*FURAN,2.3000E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
T10c,BDE13P+HO2,OP2,1.6100E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
T10d,BDE13P+MO2,0.32000*MOH+1.14300*HCHO+0.87000*HO2+0.46300*ACRO+0.25000*OLT+0.23100*MVK+0.03700*FURAN+0.01900*UALD,2.3900E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
T10e,BDE13P+ACO3,0.70000*MO2+0.30000*ORA2+0.80000*HO2+0.74000*ACRO+0.74000*HCHO+0.18500*MVK+0.06000*FURAN+0.01500*UALD,1.3700E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
T11,BDE13+O3,0.62000*ACRO+0.63000*CO+0.42000*HO2+0.08000*HO+0.83000*HCHO+0.17000*ETE,1.3400E-14*exp(-2.2830E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
T12,BDE13+NO3,0.90000*OLNN+0.10000*OLND+0.90000*ACRO,1.0000E-13,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R003c,FURAN+HO,0.49000*DCB1+0.49000*HO2+0.51000*FURANO2,5.0100E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R004c,FURANO2+NO,0.08000*ONIT+0.92000*NO2+0.92000*FURANONE+0.75000*HO2+0.17000*MO2,2.7000E-12*exp(3.6000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R005c,FURANO2+HO2,0.60000*OP2+0.40000*FURANONE+0.40000*HO+0.32000*HO2+0.08000*MO2,3.7500E-13*exp(9.8000E+02/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R006c,FURANONE+HO,0.65000*KET+0.31000*GLY+0.66000*HO2+0.34000*MO2+0.43000*CO+0.04000*ASOATJ,4.4000E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R007c,FURAN+O3,0.02000*HO+ALD,3.4300E-17,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R008c,FURAN+NO3,NO2+0.80000*DCB1+0.20000*DCB3,8.9900E-12,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R010c,PROG+HO,0.61300*HKET+0.38700*ALD+HO2,1.2000E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R011c,SESQ+NO3,SESQNRO2,1.9000E-11,CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
R012c,SESQNRO2+HO2,VROCP0OXY4,2.8400E-13*exp(1.3000E+03/T),CRACMM1,gas,Pye et al. 2023,https://doi.org/10.5194/acp-23-5043-2023,NA,NA,NA
